# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "10" "-p" "-O" "-M" "--fraction" "-F" "SAF" "-a" "230907_all_genebodies.saf" "-o" "230920_bd302_pol2_at_genebodies.txt" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_DMSO_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_BRQ_1uM_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_E2wd_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/211201Van/results/bowtie2_bam/IgG_dsDNA_Mixed_aligned_sorted_rmdup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_DMSO_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_BRQ_1uM_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_E2wd_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/211201Van/results/bowtie2_bam/IgG_dsDNA_Mixed_aligned_sorted_rmdup.bam
Jmjd7	chr2	120027733	120032594	+	4862	50	41	22.33	10
AA467197	chr2	122637236	122641191	+	3956	88	34	43	17
Maml3	chr3	51685907	52104826	-	418920	6482	6386	3888	1448
I830077J02Rik	chr3	105924358	105932414	-	8057	237	213	138	29
Ankrd13c	chr3	157947489	158008034	+	60546	1344	944	764	152
Akirin2	chr4	34551187	34566908	+	15722	415	364	248	60
Ncbp1	chr4	46138863	46172403	+	33541	489	393.50	268	96
Hdac1	chr4	129516104	129542463	-	26360	651.50	525.50	335.50	96.50
Pusl1	chr4	155887879	155891531	-	3653	180	113	83	19
Nom1	chr5	29434914	29457843	+	22930	848	530	409	131
Lrrc8b	chr5	105416025	105490074	+	74050	1199	836	609	431
Pigg	chr5	108312859	108349355	+	36497	760	555	368	185
Fam222a	chr5	114568266	114613220	+	44955	1414	1359	547	280
Gm5577	chr6	87981133	88005471	+	24339	808.50	689.50	373	90.50
Eid2b	chr7	28277989	28279489	+	1501	16	16	11	11
Zfp141	chr7	42473386	42505490	-	32105	242	168	111	73
Whamm	chr7	81571516	81596836	+	25321	335	275	180	88
Trim34b	chr7	104329721	104336909	+	7189	70	59	60	23
Tmem221	chr8	71554238	71558621	-	4384	109	84	36	20
Nlrc5	chr8	94434641	94527272	+	92632	1601	1619.50	727.50	335
9430091E24Rik	chr8	111128886	111145230	-	16345	280	224.50	145	42.50
Zfp560	chr9	20345136	20384927	-	39792	255	189	174	119
Sp140	chr1	85600628	85645037	+	44410	1009	974	928	392
Gm5643	chrX	142297815	142298530	+	716	14	8	4	4
Shf	chr2	122348892	122368912	-	20021	324	288	168	92
Tnni3k	chr3	154786291	155055157	-	268867	1463	1107	1114	769
Slc2a7	chr4	150149222	150168482	+	19261	170	154	108	88
Dnaaf3	chr7	4522933	4532203	-	9271	159	118	81	26
Gpr31b	chr17	13051014	13052046	-	1033	8	17	12	7
Rab44	chr17	29114395	29148980	+	34586	1618	2289	1127	133
Nup85	chr11	115564684	115583985	+	19302	784.50	538.50	427	66
Znhit3	chr11	84910950	84916116	-	5167	114.50	77	45	16
Zfp960	chr17	17064363	17089628	+	25266	131	124	108	57
Zfp213	chr17	23556767	23563988	-	7222	104	101	70	29
Clec4a4	chr6	122990617	123024105	+	33489	220	132	129	92
Zbtb9	chr17	26973417	27036378	+	62962	1204.17	833.33	540.17	195.00
Cbx6	chr15	79823896	79834438	-	10543	142	126	70	39
Armcx5	chrX	135742983	135747322	+	4340	20.50	13.50	10	12.50
Apcdd1	chr18	62922481	62961179	+	38699	274	177	146	128
Acd	chr8	105695860	105700852	-	4993	181	116	95	21
Zdhhc18	chr4	133605299	133649904	-	44606	890	777	507	204
Thop1	chr10	81070285	81082559	+	12275	251	291	137	72
Txnrd1	chr10	82834201	82897712	+	63512	1321	1102	557	220
E2f6	chr12	16811213	16839742	+	28530	484	279	233	105
Hspa14	chr2	3488850	3512564	-	23715	441	338	238	83
Ebi3	chr17	55952890	55957022	+	4133	49	41.50	19	23
Ttpa	chr4	20008188	20030785	+	22598	223	165	133	49
Ercc4	chr16	13109934	13150617	+	40684	537	365	275	144
a	chr2	154791652	155051012	+	259361	4129.50	3336.50	2084	750.50
Lats2	chr14	57642077	57758138	-	116062	1535	1418.50	857.50	379
Mrps7	chr11	115604175	115608036	+	3862	106	116	57	16
Elane	chr10	79886497	79888215	+	1719	140	150	80	9
Sacs	chr14	61138707	61240695	+	101989	1379	1039	631	351
Sirt6	chr10	81621785	81627547	-	5763	74	90	58	22
Icosl	chr10	78069552	78083913	+	14362	256	240	159	61
Sap30l	chr11	57801887	57810217	+	8331	122	86	52	24
Fbxo8	chr8	56551340	56593939	+	42600	565	433	285	106
Fbxw7	chr3	84815518	84979198	+	163681	1632	1208	873.50	241
Fbxl17	chr17	63057452	63499767	-	442316	4385	3655	2661	1210
Fbxo17	chr7	28717054	28738144	+	21091	235	175	155	80
Fbxo6	chr4	148145716	148151890	-	6175	159	165.50	75	30.50
Tfr2	chr5	137570090	137587481	+	17392	422	452	206	106
Pnpla6	chr8	3515634	3544267	+	28634	483	420	275	108
Dlc1	chr8	36567751	36952893	-	385143	1628	1209	1108	987
Atp8a2	chr14	59638540	60196929	-	558390	5055	3867.50	2873.50	1812
Atp11a	chr8	12757264	12868728	+	111465	1907	1884.50	1201	474.50
Atp9b	chr18	80734141	80933810	-	199670	3066	2584	1620	612
Mapk6	chr9	75386902	75409755	-	22854	574	591	313	98
Nt5c	chr11	115490420	115491612	-	1193	36.50	41.50	20	8.50
Polg2	chr11	106768253	106779287	-	11035	893	604	587.50	36.50
Rgs1	chr1	144242296	144248992	-	6697	160	137	66	13
Rgs3	chr4	62560097	62704001	+	143905	1674	1291	793	573
Lsm4	chr8	70673498	70678752	+	5255	187	210	104	29
Hs6st1	chr1	36068650	36106446	+	37797	932	644	398	157
Fbxl8	chr8	105264898	105269326	+	4429	100	107	61	24
Fbxl3	chr14	103080239	103099316	-	19078	422	399	223	65
Acsl4	chrX	142317993	142390285	-	72293	1153	1069	643	316
Orc3	chr4	34570796	34614694	-	43899	1268	1066	734	111
Klf13	chr7	63886351	63938665	-	52315	1374	1828	1012	239
Copb2	chr9	98563971	98588382	+	24412	442	387	284	72
Gne	chr4	44034075	44083927	-	49853	1313	1171	705	209
Slc25a13	chr6	6041218	6216923	-	175706	1973	1379	979	465
Capn15	chr17	25958364	25985546	-	27183	512	408	269.50	96.50
Rnf10	chr5	115241412	115272648	-	31237	1042.50	859.50	572	168.50
Spast	chr17	74339237	74391115	+	51879	936	895	520	169
Keap1	chr9	21229730	21239111	-	9382	281	248	154	50
Tmod3	chr9	75497707	75559407	-	61701	887	825	475	169
Neu3	chr7	99811439	99828167	-	16729	247	178	151	58
Scly	chr1	91298588	91321075	+	22488	706	691	344	87
Chek2	chr5	110840229	110874145	+	33917	868	799	417	175
Hmgn5	chrX	109004534	109013154	-	8621	124	90	82	31
Il17rb	chr14	29996135	30008646	-	12512	218.50	139	127	27.50
Preb	chr5	30950853	30960111	-	9259	310.50	329	222.50	57
C1ra	chr6	124512655	124523443	+	10789	98	65	80	39
Exosc9	chr3	36552856	36565727	+	12872	358.50	287	143	35.50
Exosc10	chr4	148558679	148582401	+	23723	768	632	349	80
Galns	chr8	122578242	122611213	-	32972	425	437	260.50	67.50
Myadm	chr7	3289330	3304311	+	14982	216.50	156	103.50	60.50
Hnrnpdl	chr5	100033577	100039414	-	5838	894	584	354	44
Nasp	chr4	116601052	116627691	-	26640	1019	546	480	83
Tnfsf14	chr17	57189492	57193927	-	4436	43	64	35	19
Mink1	chr11	70563131	70614483	+	51353	896	686	440	208
Uchl3	chr14	101654217	101696125	+	41909	425	271	238	112
Slc7a8	chr14	54722209	54781696	-	59488	888	766	572	232
St6galnac6	chr2	32599959	32620806	+	20848	660.50	573.50	283.50	77
Uba2	chr7	34140688	34169349	-	28662	588	450	350	83
Pdcd7	chr9	65346354	65359643	+	13290	241	156	120	50
Cpsf2	chr12	101976238	102006424	+	30187	517	601	320	99
Tnk2	chr16	32644124	32683493	+	39370	954	798	506	141
Rgs14	chr13	55369982	55384687	+	14706	327	341	174	49
Ppp2r1a	chr17	20945561	20965916	+	20356	405	292	215	58
Ddah2	chr17	35059285	35062095	+	2811	171	128	95	23
Srrm1	chr4	135320484	135353071	-	32588	984	878	532	105
Ctps	chr4	120539868	120570026	-	30159	757	457	311	100
Ech1	chr7	28825467	28832247	+	6781	183	127	118	23
Rundc3a	chr11	102393653	102402555	+	8903	196	160	131	38
Ramp1	chr1	91180072	91225196	+	45125	1369	1724	822	185
Hnrnpu	chr1	178321108	178337547	-	16440	2840.50	1991	1334.50	87.50
Mcrs1	chr15	99242817	99251711	-	8895	118.50	117.50	73.50	26.50
Ccnc	chr4	21727951	21759922	+	31972	318.50	237.50	201.50	89
Rif1	chr2	52073082	52122383	+	49302	1085	661	531	120
Tmem141	chr2	25620067	25621755	-	1689	33	30	24	9
Tubgcp4	chr2	121170904	121198770	+	27867	549	414	247.50	78
Fubp1	chr3	152210672	152236826	+	26155	1370	1152	661	72
Atg13	chr2	91674618	91710326	-	35709	710	670	396	128
Rnf24	chr2	131298064	131352642	-	54579	873	997	521	193
Ccdc39	chr3	33812362	33844060	-	31699	590.50	308.50	278	76
Knstrn	chr2	118814253	118837696	+	23444	559	562	312	93
Kctd18	chr1	57955101	58018706	-	63606	655	618	374	186
Cdk2ap2	chr19	4097432	4099019	+	1588	111	139	104	23
R3hcc1l	chr19	42519009	42592343	+	73335	1522	1234	828	291
Nus1	chr10	52417797	52440183	+	22387	354	257	191	68
Pibf1	chr14	99099674	99254493	+	154820	1644	1465.50	989	409.50
Ankrd22	chr19	34121469	34165803	-	44335	434	336	262	192
Pbk	chr14	65806087	65817822	+	11736	192	155	98	38
Ppp6r3	chr19	3454928	3575499	-	120572	4223	3817	2422	568
Ppp1r10	chr17	35916816	35932283	+	15468	874	702	491	71
Rab11fip5	chr6	85334962	85374384	-	39423	565	525	257	155
Coq5	chr5	115279916	115296972	+	17057	503	434	318	98.50
Mfhas1	chr8	35588048	35679449	+	91402	754	580	368	294
Tmem38b	chr4	53826295	53862019	+	35725	496	869	387	110
Pvr	chr7	19903578	19920910	-	17333	265	197	122	59
Hgsnat	chr8	25944453	25976503	-	32051	383	311	233	120
Agpat5	chr8	18846527	18891361	+	44835	887	862	473	141
Ccdc97	chr7	25711106	25718838	-	7733	1238	1041	532	44
Kcnk6	chr7	29221926	29232265	-	10340	146	145	100	47
Camk1	chr6	113334124	113343734	-	9611	269.50	309	144.50	34
Tmem222	chr4	133266045	133277542	-	11498	249	196	105	48
Odf2l	chr3	145118839	145153915	+	35077	376	250	215	94
Rbm34	chr8	126947172	126970821	-	23650	451	297	244	70
Anapc4	chr5	52834262	52867797	+	33536	653	507	357	153
Ankzf1	chr1	75192401	75199387	+	6987	133	127	102	22
Commd2	chr3	57644349	57651465	-	7117	81	79	39	26
Reep1	chr6	71707811	71810710	+	102900	1256	828	565	350
Cdca8	chr4	124918465	124939061	-	20597	484	489.50	223	82.50
Klhl7	chr5	24100855	24160792	+	59938	1154	778	547	261
Atxn1l	chr8	109726451	109737489	-	11039	209	177	109	45
Vps37a	chr8	40512033	40550757	+	38725	473.50	409	294.50	101
Wwc2	chr8	47823959	47990301	-	166343	1831	1327	857	536
Rcn3	chr7	45082913	45091971	-	9059	229	235	134	27
Zfp644	chr5	106557946	106697037	-	139092	3361	2739	1763	561
Ppp2r2d	chr7	138846329	138883057	+	36729	772	646	675	102
Tax1bp1	chr6	52713979	52766780	+	52802	1559	1574	972	160
Mrpl48	chr7	100545751	100608051	-	62301	1112	965	554.50	222
Tet1	chr10	62804570	62908746	-	104177	1164	796	585	341
Slc46a1	chr11	78465947	78471945	+	5999	104	64	59	27
Ctdsp2	chr10	126978967	126999975	+	21009	603	514	299	109
Coa3	chr11	101277968	101278864	-	897	74	71.50	33	8
Angel2	chr1	190925362	190946962	+	21601	265	251	135	67
Carhsp1	chr16	8658580	8671905	-	13326	499.50	387	242.50	60
Cenpo	chr12	4196004	4234044	-	38041	730	639	437.50	158.50
Ddx56	chr11	6258919	6267522	-	8604	256	178	132	33
Zfp622	chr15	25984616	25998481	+	13866	262	258	189	45
Nhp2	chr11	51619985	51623714	+	3730	169.50	139	87.50	15.50
Mettl17	chr14	51885092	51893039	+	7948	82	71	52	34
Acaa2	chr18	74779447	74806208	+	26762	314	244	146	88
Sgta	chr10	81044075	81059931	-	15857	300	344	177	74
Parp8	chr13	116854820	117025287	-	170468	5259	7879	3007	473
Cdc23	chr18	34630951	34651485	-	20535	431.50	365	197	63.50
Ccdc69	chr11	55049731	55077881	-	28151	415	368	184	114
Trmt10c	chr16	56032609	56037569	-	4961	78	75	53	23
Dhrs1	chr14	55739020	55745440	-	6421	147	106.50	90	24
Tspan14	chr14	40906445	40966557	-	60113	1578	1651	680	226
Brms1l	chr12	55836574	55869736	+	33163	375	332	224	111
Cbx7	chr15	79915807	79970869	-	55063	793	640	486.50	219.50
Suz12	chr11	79993356	80034123	+	40768	1276	1119	749	110
Cdkn2aipnl	chr11	51967911	51977334	+	9424	165	202	111	46
Nit2	chr16	57156665	57167091	-	10427	672.50	353	285.50	34.50
Esyt2	chr12	116281446	116391050	+	109605	1631	1536	907	330
Cisd1	chr10	71330480	71344704	-	14225	183	134	85	50
Wipi1	chr11	109573331	109611182	-	37852	568.50	560	313.50	142
Nudcd2	chr11	40733917	40740046	+	6130	84	78	47	18
Ldlrad4	chr18	67933507	68268630	+	335124	3936	3489.50	2177	1188
Echdc1	chr10	29313416	29347469	+	34054	467	453.50	301	75.50
Arhgef25	chr10	127182525	127189833	-	7309	163	123	91	32
Ifi27	chr12	103434461	103440239	+	5779	61	40	27	18
E2f7	chr10	110745689	110787384	+	41696	397	288	259	133
Ncaph2	chr15	89355969	89372826	+	16858	469.50	387.33	273.67	75.83
Mettl2	chr11	105126675	105140394	+	13720	185	139	116	44
Setd3	chr12	108106431	108179064	-	72634	1211	1055	605	190
Zwint	chr10	72655095	72674964	+	19870	404	219	185	48
Txndc17	chr11	72207797	72210015	+	2219	47	22.50	25	9
Krr1	chr10	111972914	111988432	+	15519	602	1041.50	378.50	58
Zfp410	chr12	84317102	84343723	+	26622	512	481	311	98
Slc52a2	chr15	76539082	76544608	+	5527	116	90	66	24
Zkscan6	chr11	65807425	65829239	+	21815	274	223	168	58
Ccdc59	chr10	105841317	105847833	+	6517	78	87	58.50	22
Ccdc43	chr11	102684686	102697532	-	12847	145	85	84	47
Anapc16	chr10	59987409	60002885	-	15477	302.50	248	144	47
Tspyl2	chrX	152336852	152342175	-	5324	123	108	55	24
Ldhd	chr8	111623785	111630124	-	6340	308.50	457.50	175	24.50
Rufy3	chr5	88565290	88651392	+	86103	1636	1196	847	375
Pnrc2	chr4	135870918	135873600	-	2683	283	158	129	9
Tmx4	chr2	134594185	134643895	-	49711	463	657	469	114
Dnlz	chr2	26348121	26351860	-	3740	242	204.50	130.50	17.50
Dbndd2	chr2	164461217	164493319	+	32103	317	231.50	171	89
Cnot11	chr1	39535242	39546889	+	11648	333	390	198	51
Lair1	chr7	4003402	4062954	-	59553	413	520	321	193
Mtg2	chr2	180070838	180085902	+	15065	241	205	122	63
Gramd1a	chr7	31130127	31155646	-	25520	812	768	391	108
Cdipt	chr7	126976164	126980501	+	4338	112	96	52	28
Slx4	chr16	3979105	4001430	-	22326	405	412	217	92
Rgs7bp	chr13	104945904	105054680	-	108777	884	541	489	326
Sco1	chr11	67052920	67067070	+	14151	196	167	120	39
Rnasek	chr11	70238124	70239592	-	1469	28	25	16.50	5.50
Ahi1	chr10	20952797	21080429	+	127633	2360	2475	1233	467
Zmiz2	chr11	6389324	6406158	+	16835	441	340	208	80
Dlg3	chrX	100767972	100818410	+	50439	428	369	257	249
Nub1	chr5	24685782	24710378	+	24597	743	817	450	143
Atp2a3	chr11	72961419	72993044	+	31626	894	972	546	130
Batf	chr12	85686919	85709087	+	22169	386	431	196	91
Plrg1	chr3	83055772	83072355	+	16584	240	177	117	52
Nxf1	chr19	8757323	8770922	+	13600	649	490	421	68
Nucb2	chr7	116504619	116540584	+	35966	384	297	304	109
Ube2k	chr5	65537483	65598988	+	61506	2503	2282	1368.50	301
Banp	chr8	121950000	122029258	+	79259	1009.50	911.50	545	176.50
Pgrmc1	chrX	36598456	36606079	+	7624	138	91	82	24
Vamp4	chr1	162570765	162599084	+	28320	415	391	241	80
Stx7	chr10	24149552	24190222	+	40671	496	500	270	126
Mtmr1	chrX	71365010	71419196	+	54187	814	519	388	236
Tomm40	chr7	19701313	19715188	-	13876	502	345	223	63
Gosr1	chr11	76726602	76763329	-	36728	663	597	389	106
Eif3g	chr9	20894349	20898373	-	4025	319	105	150	20
Pla2g6	chr15	79286228	79328140	-	41913	782	566	373	189
Mtx2	chr2	74826053	74878431	+	52379	548	442	334	122
Usp2	chr9	44067271	44095627	+	28357	631	492	285	113
Sdcbp	chr4	6365900	6408423	+	42524	982.50	1100	591.50	95
Hnrnpa2b1	chr6	51460932	51469644	-	8713	1228	720	560	27
Psmd10	chrX	140948429	140956478	-	8050	101	72	56	39
Prdx4	chrX	155323918	155340504	-	16587	151	97	83	70
Txnl1	chr18	63661094	63708551	-	47458	693	610.50	412	121
Exoc7	chr11	116288001	116306983	-	18983	312	319	179	89
Bysl	chr17	47599331	47611242	-	11912	369.50	451	253	53.50
Htatip2	chr7	49759365	49773975	+	14611	154	114	99	40
Hif3a	chr7	17031507	17062177	-	30671	384	446	196	129
Sec61a1	chr6	88503579	88518655	-	15077	627	448	366	82
Tsnax	chr8	125013247	125034192	+	20946	300	208	158	88
Dctn3	chr4	41714798	41722920	-	8123	58	46.50	24	15
Cd164	chr10	41519664	41531048	+	11385	241	249	135	34
Timm23	chr14	32180162	32201648	-	21487	1051	1295.50	749.50	67.50
Hpcal1	chr12	17691106	17791933	+	100828	1350	1575	778	341
Zpbp	chr11	11279626	11462158	-	182533	1241	912	827	520
Nap1l1	chr10	111473473	111498150	+	24678	1084	675	383	98
Snrpa	chr7	27187005	27196021	-	9017	248	219.50	123.50	45.50
Map3k6	chr4	133241068	133252929	+	11862	258	234	153	55
Clasrp	chr7	19581035	19604236	-	23202	537	540.50	314.50	105
Nono	chrX	101429568	101448591	+	19024	689	526	315	80
Vti1a	chr19	55316545	55627309	+	310765	5953	4194	3256	1386
Vti1b	chr12	79156017	79172417	-	16401	292.50	239.50	176	64.50
Reck	chr4	43875780	43944806	+	69027	855	486	378	236
Fut8	chr12	77238375	77476338	+	237964	8738	11639	5798	636
Blcap	chr2	157556362	157571024	-	14663	301	231	149	65
Vamp5	chr6	72368794	72380218	-	11425	315	254	132	49
Cnot4	chr6	35022065	35133474	-	111410	1880	1702	1041	332
Gria3	chrX	41401104	41678601	+	277498	4108	8087	3781	1133
B3gnt2	chr11	22759738	22981840	-	222103	3681.50	5084.50	2995.50	633.50
Prrc2a	chr17	35149076	35164647	-	15572	603	565	364	74
Oaz3	chr3	94433387	94443665	-	10279	170	114	101.50	41.50
Ddx39b	chr17	35241996	35253707	+	11712	525	540	253	56
Prg3	chr2	84988465	84993886	+	5422	104	130	203	29
Tuba8	chr6	121210946	121226854	+	15909	470	752	197	73
Rwdd2b	chr16	87433407	87440323	-	6917	76	91	63	24
Map3k14	chr11	103219762	103267495	-	47734	1036	1054	543	202
Zranb2	chr3	157534410	157548410	+	14001	264	236	152	38
Col5a3	chr9	20770050	20814817	-	44768	480	407	261	178
Rab11a	chr9	64715299	64737508	-	22210	416	355	225	60
Pkd2l2	chr18	34408739	34444116	+	35378	746.50	604	389.50	146
Caprin1	chr2	103762941	103797399	-	34459	1986	1718	955	95
Slc5a3	chr16	92058572	92087473	+	28902	240	185	115	46.50
Nphp1	chr2	127740732	127788647	-	47916	550	342	300	173
Cdkl2	chr5	92006074	92042792	-	36719	565	362	301	163
Sart3	chr5	113742446	113772260	-	29815	1052	926	471	199
Ppm1d	chr11	85311494	85347066	+	35573	683	531	322	129
Nudt5	chr2	5845269	5871895	+	26627	579.50	447.50	286.50	87
Clpp	chr17	56990555	56996188	+	5634	118	102	74	21
Rcan3	chr4	135412308	135433603	-	21296	281	216	134	88
Gpatch11	chr17	78835817	78848308	+	12492	237	202	121	35
Rfx5	chr3	94954325	94961561	+	7237	221	262	140	30
Ddx20	chr3	105678270	105687324	-	9055	202	163	118	22
Lpar2	chr8	69822679	69831102	+	8424	414	354	237	43
Deaf1	chr7	141297180	141327440	-	30261	673.50	634	350	118
Uevld	chr7	46923216	46958277	-	35062	550	450	293	107
Irf7	chr7	141262706	141266231	-	3526	241	242	102.50	24
Cks1b	chr3	89415472	89418133	-	2662	129	119	61	13
Polm	chr11	5827860	5837766	-	9907	190	129	85	53
Arhgef7	chr8	11727971	11835219	+	107249	1520	1316	791	431
Rps28	chr17	33819027	33824312	-	5286	189	110.50	86	20.50
Pmm2	chr16	8637924	8662467	+	24544	664.50	488	287.50	77
Actr1a	chr19	46376811	46395498	-	18688	907	913	443	122
Irf3	chr7	44997898	45002848	+	4951	247.50	230.50	122.50	21
Pdlim1	chr19	40221173	40271592	-	50420	885	615	432	210
Lsr	chr7	30957770	30973214	-	15445	339	282	215	72
Acrbp	chr6	125049939	125063267	+	13329	317.50	235	177	54.50
Atxn10	chr15	85336495	85463212	+	126718	1955	1894	952	384
Spag5	chr11	78301779	78322457	+	20679	493	410	246	60
Cyhr1	chr15	76643395	76659867	-	16473	437	434	218	77
Dnal4	chr15	79761453	79776722	-	15270	365	348	182	69
Rasa4	chr5	136084166	136111860	+	27695	665	585	351	175
Copg2	chr6	30747554	30896544	-	148991	1039	680.50	597.50	264.50
Copg1	chr6	87888064	87913595	+	25532	608	552	421	93
Kat6b	chr14	21481684	21672478	+	190795	2746	2363	1269	668
Rragc	chr4	123917696	123936997	+	19302	338	389	213	52
Cpsf4	chr5	145167463	145182041	+	14579	655	599	358	83
Rabep1	chr11	70845028	70943105	+	98078	1758	1759	933	276.50
Akap8l	chr17	32321424	32350357	-	28934	825	679	463	103
Pabpn1	chr14	54883691	54898169	+	14479	498	550.50	251	47
Rnf5	chr17	34601091	34603440	-	2350	85	66	45.50	11
Snx3	chr10	42502280	42535381	+	33102	516	430	316	110
Ccrl2	chr9	111054486	111057269	-	2784	38	28	22	17
Zfp316	chr5	143249697	143269772	-	20076	466	445	277	120
Arl6ip1	chr7	118118891	118129412	-	10522	333	273	159	31
Golga4	chr9	118506517	118582519	+	76003	1329	1013	655	274
Pcdh7	chr5	57718217	58133230	+	415014	3856	2591	2156	1375
Rpl36	chr17	56613666	56614243	+	578	86.50	52.50	29.50	4
B3galt4	chr17	33949909	33951238	-	1330	161	117	90	9
Cd320	chr17	33843341	33849774	+	6434	177	114	87	23
Elovl1	chr4	118428343	118432953	+	4611	254.50	208	101	22
Slc23a2	chr2	132052496	132144858	-	92363	1119	946	662	353
Gnpnat1	chr14	45376334	45404663	-	28330	250	162.50	113	39.50
Atf7ip	chr6	136506417	136610862	+	104446	1238	2021	839	299
Elp5	chr11	69968222	69982267	-	14046	437	469.50	193	64
Skap2	chr6	51857422	52012299	-	154878	2535	3169	1566	390
Rassf5	chr1	131176410	131245008	-	68599	1211.50	1132	681	251
Rpp30	chr19	36083966	36104777	+	20812	445	278	211	99
Ctnnal1	chr4	56810935	56864938	-	54004	609	443	292	166
Zfp326	chr5	105876815	105915818	+	39004	1070	749	482	180
Gp9	chr6	87778322	87779768	+	1447	62	53	16	12
Nme6	chr9	109832999	109843116	+	10118	124	76	72	35
Prss16	chr13	22002173	22009492	-	7320	176	134	100	37
Azin1	chr15	38487427	38519016	-	31590	762	687	438	95
Smarcal1	chr1	72583501	72633134	+	49634	555	423	328	179
Cpq	chr15	33083379	33594552	+	511174	2530	2061	1870	1230
Phc2	chr4	128654952	128752881	+	97930	1359	1157	684	400
Mcm3ap	chr10	76469177	76515857	+	46681	983	980	437	155
Rfk	chr19	17394293	17401349	+	7057	125	72	71	47
Ncapg	chr5	45670169	45700546	+	30378	688	647	438.50	95
Gabbr1	chr17	37046216	37075067	+	28852	324	214	155	108
Crlf3	chr11	80046493	80080741	-	34249	810	1134	522	107
Irgm2	chr11	58199868	58222782	+	22915	244.50	216	129.50	76.50
Ppt2	chr17	34614484	34628260	-	13777	305	351	189	56
Bet1l	chr7	140818087	140857327	-	39241	682	469	332	184
Ywhab	chr2	163995210	164018588	+	23379	474	508	299	98
Stk19	chr17	34823993	34836695	-	12703	190	144	128	50
Ndufa1	chrX	37187588	37190913	-	3326	45	26	28	10.50
Ramp2	chr11	101246278	101248250	+	1973	22	7.50	6.50	7
Atp6ap1	chrX	74297347	74304721	+	7375	169	133	97	51
Dnmt3l	chr10	78042197	78063622	+	21426	281	278	154	80
Unc93b1	chr19	3935436	3949340	+	13905	353	426	271	58
Nfat5	chr8	107293720	107379517	+	85798	1298	1251	719	248
Asah2	chr19	31982597	32107961	-	125365	1586	1031	821	531
Cpsf3	chr12	21285775	21315056	+	29282	621	582	339.50	93
Tbc1d32	chr10	56014293	56228439	-	214147	1118	751	718	488
1190007I07Rik	chr10	82619851	82622978	-	3128	60	33	25	16
Tollip	chr7	141874813	141918257	-	43445	701	549	353	167
Tug1	chr11	3639785	3648792	-	9008	169	179	138	28
Arhgap27	chr11	103331497	103363442	-	31946	549	528.50	339.50	113
Mefv	chr16	3707218	3717847	-	10630	107	69	67	39
Mkrn1	chr6	39397804	39420212	-	22409	287	275	171	77
Hpgds	chr6	65117293	65144658	-	27366	481	368	218	65
Zkscan4	chr13	21479157	21485507	+	6351	61	44	29	30
Iqgap2	chr13	95627174	95892233	-	265060	3733	3717	1796	938
Bdp1	chr13	100017994	100103820	-	85827	1674	1237	857	225
Wdfy4	chr14	32959547	33185258	-	225712	4237	4209	2457	784
Wdr70	chr15	7873055	8098959	-	225905	2664	2001	1429	681
Apbb1ip	chr2	22774344	22875653	+	101310	2103	2757	1497	270
Baiap3	chr17	25242659	25256114	-	13456	436	346.50	165.50	74
Arsi	chr18	60912030	60918561	+	6532	70	38	31	32
Sh2d1b2	chr1	170232999	170253608	+	20610	171	120	106	63
Cep170	chr1	176733653	176813817	-	80165	1368	1355	833	258
Gm15417	chr3	89392100	89398779	+	6680	337	333	182	34
Nup210	chr6	91013068	91116579	-	103512	2392	1554	938	347
Gm12992	chr4	131899478	131919779	-	20302	887.50	752.50	436.50	79.50
Smarca5-ps	chr4	145464454	145467420	+	2967	19	12	16	10
Mterf1a	chr5	3890581	3893683	-	3103	64	28	34	8
Pilrb2	chr5	137865827	137871565	-	5739	112	94	72	33
Calcrl	chr2	84330626	84425161	-	94536	2358	2562	522	263
Foxo4	chrX	101254778	101260873	+	6096	137	130	71	37
Pcnx	chr12	81860273	82000924	+	140652	2072	1932	1078	455
Socs6	chr18	88668695	88927231	-	258537	1997	1372	1131	758
Mast3	chr8	70778117	70804804	-	26688	999.50	1202.50	586	127
Abhd2	chr7	79273449	79365508	+	92060	3047	3468	1513	377
Ubqln2	chrX	153498477	153501570	+	3094	33	22	27	15
Tbc1d8	chr1	39371492	39478505	-	107014	2400	2644	1599	398.50
Gm5914	chr8	105624336	105637235	-	12900	962	782	399.50	54
St3gal6	chr16	58468125	58523993	-	55869	636.50	543	308	185
Prpf40b	chr15	99295337	99317018	+	21682	508.50	428	265	74
